name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,key,spr,kdt,spr_std,kdt_std
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,16,0.12478722915032407,0.08436168010217444,0.025019634497126058,0.011372807199126367
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,32,0.39211741853780935,0.2681767646829682,0.0043815002022748566,0.002306488940501679
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,128,0.5363903201874461,0.37328609178090805,0.0016368336910944465,0.0010055981957754858
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,256,0.5645255868344311,0.39660540436824715,0.0023160282421760873,0.001309142005557746
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,512,0.606966447641001,0.43089895949260004,0.00040395169491523256,0.0002802680040210513
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin,2,pwl,False,16,0.08539261311966724,0.057036570343058,0.009491668085273531,0.004233265091525378
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin,2,pwl,False,32,0.33661284469271874,0.22917956711643875,0.0025070521354076994,0.0012600752449347457
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin,2,pwl,False,128,0.43683373746931364,0.3003047892155537,0.0038744102144654424,0.002055218556657233
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin,2,pwl,False,256,0.4396470368649245,0.3025249599262508,0.0037110753079480784,0.0019380274678551625
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin,2,pwl,False,512,0.4888236093608757,0.33860818628039285,0.00019610190024542875,0.00010530249237591699
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,16,0.13143794124613536,0.08781071689715951,0.008977355605127605,0.004053312439683795
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,32,0.30853904856955056,0.20952227593196227,0.0035223887032229026,0.001689362966220214
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,128,0.4594938192940345,0.3177020183107535,0.0015357145540796134,0.0009122002903237296
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,256,0.511732870189611,0.3562327833993962,0.00012913128726417888,9.171339835077478e-05
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,512,0.5638048800166585,0.39706400758919314,0.0006078064510926038,0.0003307020368085514
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,16,0.18229024102077865,0.12201973845194913,0.010178960862386668,0.0045503217590561005
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,32,0.4100406143231214,0.2807940488459662,0.002438238982606958,0.0012833389579973097
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,128,0.5116009498532603,0.3570817814029141,0.002469399446539236,0.0014666214631646986
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,256,0.5298772505019487,0.36964708608939906,0.0011070524562443909,0.0006134695757766537
None,42,16,150,DARTS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,512,0.5622751404684686,0.39492579973781056,7.974796107338031e-05,5.499246357777604e-05
