name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,key,spr,kdt,spr_std,kdt_std
None,42,16,150,tb101,autoencoder,adj_gin,2,pwl,False,16,0.46379299426901444,0.3236544805778511,0.004695226363675875,0.001971706953197308
None,42,16,150,tb101,autoencoder,adj_gin,2,pwl,False,32,0.7532745293857444,0.5637825207197608,0.011412291443499626,0.009357712057489408
None,42,16,150,tb101,autoencoder,adj_gin,2,pwl,False,128,0.8465653355190993,0.6520990892931683,3.201179211882345e-05,3.57397432648112e-05
None,42,16,150,tb101,autoencoder,adj_gin,2,pwl,False,256,0.8590485752345404,0.6687876058019402,4.7013177604341766e-07,1.6396599732060427e-05
None,42,16,150,tb101,autoencoder,adj_gin,2,pwl,False,512,0.8659492755592758,0.6826342765370725,1.0213849823761095e-06,1.502007937928575e-06
None,42,16,150,tb101,autoencoder,adj_gin_cate,2,pwl,False,16,0.4354006426979251,0.30782124648383297,0.04590329325909517,0.022831804135041003
None,42,16,150,tb101,autoencoder,adj_gin_cate,2,pwl,False,32,0.7649554436435678,0.5660019703895426,0.008980255467332823,0.007862084504455552
None,42,16,150,tb101,autoencoder,adj_gin_cate,2,pwl,False,128,0.8301251971925535,0.6294120932856012,4.8470087147668586e-05,5.7580570352019324e-05
None,42,16,150,tb101,autoencoder,adj_gin_cate,2,pwl,False,256,0.8494809755655766,0.6530976944349132,9.159273412143237e-05,0.0001316404697690321
None,42,16,150,tb101,autoencoder,adj_gin_cate,2,pwl,False,512,0.8598540361004412,0.6680127840731281,1.3544918774330316e-05,2.3708000407570652e-05
None,42,16,150,tb101,class_scene,adj_gin_zcp,2,pwl,False,16,0.7606924358716606,0.5584386514921293,0.0022070016631325303,0.00214407342495374
None,42,16,150,tb101,class_scene,adj_gin_zcp,2,pwl,False,32,0.836941568258936,0.6497627156718996,0.0022087846953658223,0.0026738869960981075
None,42,16,150,tb101,class_scene,adj_gin_zcp,2,pwl,False,128,0.9237954703769962,0.7685685782095967,9.986448057656651e-06,1.3452439362829355e-05
None,42,16,150,tb101,class_scene,adj_gin_zcp,2,pwl,False,256,0.940954828869002,0.799236024481738,2.515506918991227e-06,1.5270828021480203e-05
None,42,16,150,tb101,class_scene,adj_gin_zcp,2,pwl,False,512,0.9472712660459534,0.8122297508287467,9.825716591771608e-08,2.8121754937276855e-06
None,42,16,150,tb101,autoencoder,adj_gin_arch2vec,2,pwl,False,16,0.4013552671153094,0.2785951269406629,0.01655706700455722,0.008002902779503303
None,42,16,150,tb101,autoencoder,adj_gin_arch2vec,2,pwl,False,32,0.7339874801044078,0.5357276387336909,0.006655696058476129,0.006023789463447491
None,42,16,150,tb101,autoencoder,adj_gin_arch2vec,2,pwl,False,128,0.8250593987267866,0.6209746928721879,7.349468907551237e-05,7.279645879651959e-05
None,42,16,150,tb101,autoencoder,adj_gin_arch2vec,2,pwl,False,256,0.846710536871222,0.6478173995559127,3.7521915063145146e-05,0.00011890901359712948
None,42,16,150,tb101,autoencoder,adj_gin_arch2vec,2,pwl,False,512,0.8570587812389675,0.663185087559714,4.466200301166775e-06,4.256212656984197e-06
None,42,16,150,tb101,class_object,adj_gin,2,pwl,False,16,0.5435945514270979,0.38909078889426724,0.03371329699423637,0.020578662329568523
None,42,16,150,tb101,class_object,adj_gin,2,pwl,False,32,0.7149589899579224,0.5273214731636051,0.00040472757986894894,0.0005465215976236335
None,42,16,150,tb101,class_object,adj_gin,2,pwl,False,128,0.8367183943591351,0.6642308690827904,1.4926349551557756e-05,1.409590455796379e-05
None,42,16,150,tb101,class_object,adj_gin,2,pwl,False,256,0.8530955563708172,0.6874183053101864,1.6566420543621554e-05,2.6257307391368452e-05
None,42,16,150,tb101,class_object,adj_gin,2,pwl,False,512,0.8597340124244796,0.6953763047347724,6.07244741764138e-05,0.00010129744721969817
None,42,16,150,tb101,jigsaw,adj_gin_zcp,2,pwl,False,16,0.5952440916088656,0.42564267750295576,0.030067048993867668,0.019864964263351246
None,42,16,150,tb101,jigsaw,adj_gin_zcp,2,pwl,False,32,0.675545544889121,0.4936749894584895,0.009912679207468252,0.008395715703421375
None,42,16,150,tb101,jigsaw,adj_gin_zcp,2,pwl,False,128,0.8202302748777219,0.6414049703986662,1.0388602681632482e-06,8.442518726763586e-06
None,42,16,150,tb101,jigsaw,adj_gin_zcp,2,pwl,False,256,0.8229282208444465,0.6459194974619871,8.977366340874745e-05,0.00011289098721376845
None,42,16,150,tb101,jigsaw,adj_gin_zcp,2,pwl,False,512,0.83778606040286,0.6661527565385928,4.737199146687823e-06,4.35239470955106e-06
None,42,16,150,tb101,class_object,adj_gin_cate,2,pwl,False,16,0.5215487091787901,0.36914265693421916,0.030811807208144387,0.016727326947060032
None,42,16,150,tb101,class_object,adj_gin_cate,2,pwl,False,32,0.7179098691650924,0.5283740575940622,0.0016855141038637095,0.001800623844919054
None,42,16,150,tb101,class_object,adj_gin_cate,2,pwl,False,128,0.834628571477718,0.6568022688550098,2.0504340643855384e-05,2.8292099974892998e-05
None,42,16,150,tb101,class_object,adj_gin_cate,2,pwl,False,256,0.8478624280540602,0.6750480690405779,1.150371208412663e-06,2.65426068526607e-06
None,42,16,150,tb101,class_object,adj_gin_cate,2,pwl,False,512,0.8604180852316841,0.6918778501811026,7.508208563957491e-05,0.00013523010672625974
None,42,16,150,tb101,class_object,adj_gin_arch2vec,2,pwl,False,16,0.6419410038307868,0.45419025955239717,0.0020789114186253667,0.0018098336631324978
None,42,16,150,tb101,class_object,adj_gin_arch2vec,2,pwl,False,32,0.7175358930678382,0.5264472382972372,0.00014870757063431545,0.00014640235274623943
None,42,16,150,tb101,class_object,adj_gin_arch2vec,2,pwl,False,128,0.8231213530314158,0.6436763044213006,0.00010241670435176744,9.67797118867272e-05
None,42,16,150,tb101,class_object,adj_gin_arch2vec,2,pwl,False,256,0.8361048359373539,0.6624971095740317,5.604551410117144e-05,8.449675872955828e-05
None,42,16,150,tb101,class_object,adj_gin_arch2vec,2,pwl,False,512,0.8506516756645378,0.679758408979329,1.6757302889855266e-05,2.7206991811315944e-05
None,42,16,150,tb101,class_scene,adj_gin,2,pwl,False,16,0.6869261347728873,0.505691149547243,0.01943786927307854,0.015992420509132535
None,42,16,150,tb101,class_scene,adj_gin,2,pwl,False,32,0.8359511785539816,0.6565760709647773,0.0012557306722708764,0.0018677956026727442
None,42,16,150,tb101,class_scene,adj_gin,2,pwl,False,128,0.9230240817846659,0.7751697062781693,1.76882232356623e-06,9.617405763809838e-06
None,42,16,150,tb101,class_scene,adj_gin,2,pwl,False,256,0.9393734949808851,0.8029291844538609,1.4058602219002334e-05,5.329528932031689e-05
None,42,16,150,tb101,class_scene,adj_gin,2,pwl,False,512,0.9459318534948311,0.8149017355189918,5.625887132026484e-06,1.3222533834872727e-05
None,42,16,150,tb101,room_layout,adj_gin_zcp,2,pwl,False,16,0.7015004353115302,0.5135295657014757,0.008114633663505377,0.0068155810670316825
