name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,spr,kdt,spr_std,kdt_std
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,1,-0.16947422686468708,-0.12025013936041347,0.19964305429212129,0.09593691590354403
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,2,0.16003592151229332,0.117345292961424,0.2086307910739221,0.10140387412705539
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,3,0.40230760831169743,0.2826222397534148,0.058236563965133416,0.029136235336882876
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,4,0.5165868203773882,0.36075814412531587,0.003476680477436024,0.0017602497323248088
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,5,0.2501201968290718,0.17704958082024427,0.08043656311817503,0.03909490982211921
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,6,0.4630716640940861,0.3284537640862078,0.06754065816646172,0.035264622752196044
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,7,0.6446405108202362,0.4652509799478695,0.0003058302717999281,0.0002193915849665679
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,8,0.6200929885354836,0.4423843334601822,0.002627585300293387,0.0019357817003716263
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,16,0.5537412396453313,0.3898279678629551,0.0034365094088139006,0.001647371178202828
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,32,0.7529309273979411,0.5613979373534492,0.0005254924741795497,0.0006976312296685161
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,64,0.8341636210258891,0.6451603282338548,0.00020558101713321293,0.00026414107026067186
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,128,0.8999413501927043,0.7306153429152574,0.00034086834511440556,0.0004181393566444281
table3,42,8,150,nb101,class_scene,adj_gin,2,pwl,False,ensemble,False,256,0.9313138912663682,0.7748659438277112,6.454962914967644e-05,0.00015887620336985214
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,1,0.054195348641153517,0.03469614125000881,0.04032232637271609,0.018926222329032415
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,2,0.3980121714469998,0.2724973555445342,0.018289517779830188,0.008842179911417537
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,3,0.23861907174910688,0.17403011574052527,0.260848210078611,0.12845465470683218
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,4,0.4727020915058584,0.33100650188117703,0.006060103406765177,0.0038959930406611137
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,5,0.284604160887183,0.19593944825110224,0.010518631590569498,0.00535480908491149
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,6,0.31252862027244527,0.21290623828075436,0.01324806051582928,0.006360844835160319
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,7,0.5285357703115692,0.3694804596363131,0.00048541670402578056,0.0002808629840387071
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,8,0.36895739926856724,0.25933977629870647,0.03852726053067484,0.01933791199742658
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,16,0.7026298821703515,0.5171666130590871,0.004718432967901614,0.0036058499098059822
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,32,0.7310555314180811,0.5411921767579214,0.0014645847078596636,0.0009787911360480768
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,64,0.8204340383439233,0.6287184371312305,0.0005642934863205532,0.0006660558604665671
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,128,0.8536336339651344,0.6723191213881843,5.229090124748023e-05,5.305053379526173e-05
table3,42,8,150,nb101,class_scene,adj_gin_arch2vec,2,pwl,False,ensemble,False,256,0.9204400369690052,0.75828054600131,0.00010204931209817391,0.00026557713606161306
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,1,0.007950876644118235,-0.0013209897901192609,0.1985790429898102,0.09678848773431127
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,2,0.5102277079207934,0.3550234374526535,0.006477442563779227,0.003605740123128478
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,3,0.21415909607455808,0.15393899398295222,0.10884241055585399,0.05546553995797884
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,4,0.5506956386947183,0.38944088957197537,0.0006896951296931217,0.0003870878826755439
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,5,0.34099059604508203,0.24134595121015698,0.020315355088874307,0.010636741024839835
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,6,0.5807960555384052,0.4161855990464334,0.012150965095978086,0.008083893144132525
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,7,0.6709700730354479,0.4880275901918738,0.002476107794119844,0.0017730407243113251
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,8,0.5636561510189911,0.39963842203384514,0.003744576802849779,0.002504674473888009
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,16,0.754953203389093,0.5655072694037345,0.0025458372838411225,0.0024320892009259357
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,32,0.8531932990333764,0.6684234435311112,3.184479344948235e-05,6.783611227796196e-05
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,64,0.8904423020077127,0.7103583405699082,3.872416607408297e-06,4.6556390159692485e-06
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,128,0.9162767571004905,0.7516241475800295,5.942709418344135e-06,1.7941008414781282e-05
table3,42,8,150,nb101,class_scene,adj_gin_zcp,2,pwl,False,ensemble,False,256,0.9462482545288787,0.7984182424673895,8.607852961595186e-06,5.092957903386757e-05
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,1,-0.15168033248489807,-0.10210860626355452,0.013633625268402826,0.005988806705340618
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,2,0.04672881315117592,0.03253916153542082,0.015444344111889685,0.0071296076872437684
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,3,0.18713449297031234,0.12840871246555216,0.30041929985068067,0.14984212905907415
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,4,0.3118990180000572,0.21777374907236977,0.012269825952568862,0.005581608685845923
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,5,0.5432065883950504,0.38395520836161307,0.010363139876989783,0.006040817676462925
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,6,0.2639923205249541,0.1912155782119804,0.07975697890841331,0.041171040223755596
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,7,0.24328068158051863,0.17604532372170864,0.11935950559619095,0.06319600003342458
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,8,0.5493830257096359,0.38575381729218355,0.004301847734293278,0.002351357061463674
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,16,0.7026027033980594,0.5139488067552961,2.483818039441423e-05,3.1594259334949256e-05
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,32,0.7632726529380286,0.5737737858195788,0.00029845708137108816,0.00028975292121725927
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,64,0.8557091593711945,0.6716053433210196,0.00026926155703117,0.00031439350216849813
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,128,0.8936304041229595,0.7196384074362578,0.00023261627859629233,0.00034850661132725846
table3,42,8,150,nb101,class_scene,adj_gin_cate,2,pwl,False,ensemble,False,256,0.9272497406816346,0.7679035504951389,3.9968933892195714e-05,0.00012126976158271666
