name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,key,spr,kdt,spr_std,kdt_std
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_cate,2,pwl,False,16,-0.006128208711478548,-0.003947088538919377,0.00030936249583029743,0.0001355635610702294
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_cate,2,pwl,False,32,0.011375573044286042,0.007628768924191203,0.0007152699385160377,0.00032122258407842866
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_cate,2,pwl,False,128,-0.008754652494011032,-0.005831759029336602,8.249070364905802e-05,3.7812855454834184e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_cate,2,pwl,False,256,0.015775869985589927,0.010517896740503878,0.00036338001604463384,0.00016017342338365127
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_cate,2,pwl,False,512,0.01623738840694938,0.010820461494293053,0.0001990646003528099,8.932751415669325e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_arch2vec,2,pwl,False,16,0.009119143692558446,0.006012663218607769,8.699348330007048e-05,3.8631488456178584e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_arch2vec,2,pwl,False,32,-0.006161286792965765,-0.004082325428190029,5.0317842748298304e-05,2.19007523715895e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_arch2vec,2,pwl,False,128,0.007705465093683004,0.00515172821550721,3.631320130917243e-05,1.6746017098422774e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_arch2vec,2,pwl,False,256,0.01589189322622066,0.010556353734782661,0.0001487865048201102,6.721627863115213e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_arch2vec,2,pwl,False,512,0.0039033639320651815,0.002628163086895364,0.00014584519285106367,6.646713333353655e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_zcp,2,pwl,False,16,0.040590401550110844,0.027948795645335502,0.005092310484311388,0.002320268476147817
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_zcp,2,pwl,False,32,0.0418063188117986,0.028497034283203614,0.0025754666116220974,0.0011829633310837357
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_zcp,2,pwl,False,128,0.04768056762229069,0.032307240453360975,0.0002056211270758474,9.069738935203557e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_zcp,2,pwl,False,256,0.0551324318178148,0.0371514577301976,0.00035523558329001803,0.00015842989122145216
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin_zcp,2,pwl,False,512,0.0633350322164137,0.04278899612339602,0.0001084876361008396,4.992123777439148e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin,2,pwl,False,16,-0.0004264697367189786,-0.0003834329249679848,0.0012016194066975913,0.0005344602610216509
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin,2,pwl,False,32,0.010337347812503506,0.006917399626887442,0.0007873782466580751,0.00035031426514821177
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin,2,pwl,False,128,-0.008798911647330538,-0.0058258373984040575,8.248112812824977e-06,3.883177424611948e-06
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin,2,pwl,False,256,0.009318394136686585,0.006232656901763122,0.00015413619026832454,6.885783213108171e-05
None,42,16,150,DARTS_lr-wd,class_scene,adj_gin,2,pwl,False,512,0.03570574447136431,0.023861120760230975,0.00012884057028565195,5.859003703020116e-05
