name_desc,seed,batch_size,epochs,space,task,representation,timesteps,pwl_mse,test_tagates,key,spr,kdt,spr_std,kdt_std
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,16,0.29475163960098244,0.20022400702737034,0.00021290144335909655,0.00011569446632212354
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,32,0.34882728284903025,0.23712059736990163,0.0032200365310590035,0.0016131285211468513
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,128,0.44005091369142685,0.3025655854236248,0.0004477728339326555,0.00025718981001197753
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,256,0.49313329593499305,0.34269587530138423,0.000531201074220515,0.0003002662600675472
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin,2,pwl,False,512,0.5320511963953497,0.3723882465589021,0.0005570252556816165,0.00033519087984397537
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,16,0.2649721587027067,0.17993701319660596,0.018315789408219714,0.008516883605809851
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,32,0.3985895502059463,0.2720861179939485,0.0014783599846534918,0.0007252501536254892
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,128,0.5511328303175794,0.3867251607478071,0.00043056811169558024,0.00027764643414323324
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,256,0.6020694622705233,0.42667473395326283,0.0002472467907041355,0.00018025561919634802
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_cate,2,pwl,False,512,0.6566185645190077,0.4729269545027859,3.51015585607517e-05,2.186419270889452e-05
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,16,0.254329246596765,0.1722212183279582,0.013893372793864182,0.006457459377379529
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,32,0.3237643307609943,0.21932048216226438,0.0012729239562536741,0.0006100762947818649
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,128,0.45370062840672826,0.31232940259074476,0.0003789096360542037,0.00020117781425281662
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,256,0.5384105976592933,0.3764642226669015,0.00040994904901944616,0.0002556902021761813
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_arch2vec,2,pwl,False,512,0.5766912041237545,0.4061740633149166,0.00019792575961120074,0.00012000658404608148
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,16,0.4883717256663896,0.34140599420005846,0.014587152802818507,0.00809742469694442
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,32,0.5099175662537063,0.35456736638704783,0.007754255785362326,0.004135498566805547
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,128,0.6562570078254589,0.469558928313308,0.0003081158271873732,0.0002545108351145582
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,256,0.6732847576994141,0.48505228836440323,0.0002599156239271338,0.00022212170662714312
None,42,16,150,ENAS_fix-w-d,class_scene,adj_gin_zcp,2,pwl,False,512,0.6968914361764407,0.5076951926843546,3.41106262012454e-05,3.27328282093385e-05
