name_desc,seed,batch_size,epochs,space,transfer_space,joint_repr,representation,timesteps,pwl_mse,test_tagates,gnn_type,back_dense,key,spr,kdt,spr_std,kdt_std
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,4,0.6267046459034794,0.4414141659233071,0.0043519099875652615,0.002708235618948844
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,8,0.7378800716170101,0.5451176118035689,0.001329284996744681,0.0010905762836112799
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,16,0.6881416912220164,0.4944647550099159,4.730127667469411e-05,6.704479007674713e-05
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,32,0.8051721039262585,0.5948602886328324,0.0013371249714761292,0.0011484024475492116
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,128,0.8663153154108398,0.6805765376050826,0.0029529690767397584,0.004650150880245871
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,256,0.876112920844434,0.6976329712995385,0.003090767284393584,0.005706437399923561
exp4eg,42,128,150,nb101,nb201,False,adj_gin,2,pwl,False,ensemble,True,512,0.8612549914537874,0.6864038136939703,0.002459654500970165,0.004783478663663697
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,4,0.6383772565981652,0.455212356358681,0.0022829012840393796,0.0019519517673558548
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,8,0.7337112021607765,0.5392470472440946,0.004852501607606471,0.005403988428419568
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,16,0.737530900933895,0.5417486876640422,0.001658771587025836,0.0018662156736205845
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,32,0.793970546881441,0.5951358373330446,0.0014243806124370972,0.0012403484336227482
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,128,0.8796895028383079,0.6962147309711287,0.0004659938210563403,0.0009190739681392536
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,256,0.8760863013489592,0.6940821850393702,0.000525531751486683,0.000758573131729598
exp4eg,42,128,150,nb101,nb201,False,adj_gin_arch2vec,2,pwl,False,ensemble,True,512,0.8744926142953061,0.6935285433070867,0.0016586250227086756,0.0024225181100101744
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,4,0.5204384880668985,0.35800114829396334,0.015319888015539978,0.008068074757026254
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,8,0.6677405694927668,0.46889353674540696,0.005561357965736014,0.0035256271955686294
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,16,0.7234970780031369,0.5221361543359105,0.0006430063846932329,0.0002020621430710493
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,32,0.7283566473441375,0.5332183330021301,0.0038401589720118575,0.002899197710150351
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,128,0.8631288912287127,0.6792773950131235,0.0005057526890644036,0.000725071301488091
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,256,0.8921752403040356,0.7182519619390416,0.0002604107315359431,0.0003316660455712534
exp4eg,42,128,150,nb101,nb201,False,adj_gin_cate,2,pwl,False,ensemble,True,512,0.8974693861358621,0.7284625454568374,0.0015406549142077152,0.0022675861521650863
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,4,0.5794039553195386,0.3927985564304462,0.002278381663361984,0.001981865481743113
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,8,0.6000496971552628,0.4215763792576726,0.0030640333629763975,0.002383887627456674
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,16,0.6832161802811377,0.4786644908458319,0.009142776270769497,0.007128277572058111
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,32,0.7212027414532064,0.526904609733978,0.008261903703029247,0.0076526677810758266
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,128,0.8382126289446378,0.6431266404199477,0.006040839123178606,0.009655622040193735
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,256,0.8488467466276018,0.6627296587926509,0.002030528612631297,0.0033926130135246385
exp4eg,42,128,150,nb101,nb201,False,adj_gin_zcp,2,pwl,False,ensemble,True,512,0.8372426829640481,0.649421751968504,0.00846208134605308,0.012596570440536725
